Order,Level,Code,Parent,Description,Rulings,This item includes,This item also includes,This item excludes
510436,5,26.20.9,26.2,Computers and peripheral equipment manufacturing services; sub-contracted operations as part of manufacturing of computers and peripheral equipment,,,,
510437,6,26.20.91,26.20.9,Computers and peripheral equipment manufacturing services,"Clarification of content

Problem statement: Distinction 26.20.91 vs. 26.20.99

Solution: Add “this subcategory includes exclusively: Assembly of computers and peripheral equipment”.

Decision date: 18.04.2008",,,
510438,6,26.20.99,26.20.9,Sub-contracted operations as part of manufacturing of computers and peripheral equipment,,,,
510439,3,26.3,26,Communication equipment,,,,
510440,4,26.3,26.3,Communication equipment,,,,
510441,5,26.30.1,26.3,Radio or television transmission apparatus; television cameras,,,,
510442,6,26.30.11,26.30.1,Transmission apparatus incorporating reception apparatus,,,,
510443,6,26.30.12,26.30.1,Transmission apparatus not incorporating reception apparatus,,,,
510444,6,26.30.13,26.30.1,Television cameras,,,,
510445,5,26.30.2,26.3,Electrical apparatus for line telephony or line telegraphy; videophones,,,,
510446,6,26.30.21,26.30.2,Line telephone sets with cordless handsets,,,,
510447,6,26.30.22,26.30.2,Telephones for cellular networks or for other wireless networks,,,,
510448,6,26.30.23,26.30.2,"Other telephone sets and apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)",,,,
510449,5,26.30.3,26.3,Parts of electrical telephonic or telegraphic apparatus,,,,
510450,6,26.30.30,26.30.3,Parts of electrical telephonic or telegraphic apparatus,,,,
510451,5,26.30.4,26.3,Aerials and aerial reflectors of all kind and parts thereof; parts of radio and television transmission apparatus and television cameras,,,,
510452,6,26.30.40,26.30.4,Aerials and aerial reflectors of all kind and parts thereof; parts of radio and television transmission apparatus and television cameras,,,,
510453,5,26.30.5,26.3,Burglar or fire alarms and similar apparatus,,,,
510454,6,26.30.50,26.30.5,Burglar or fire alarms and similar apparatus,,,,
510455,5,26.30.6,26.3,Parts of burglar or fire alarms and similar apparatus,,,,
510456,6,26.30.60,26.30.6,Parts of burglar or fire alarms and similar apparatus,,,,
510457,5,26.30.9,26.3,Sub-contracted operations as part of manufacturing of communication equipment,,,,
510458,6,26.30.99,26.30.9,Sub-contracted operations as part of manufacturing of communication equipment,,,,
510459,3,26.4,26,Consumer electronics,,,,
510460,4,26.4,26.4,Consumer electronics,,,,
510461,5,26.40.1,26.4,Radio broadcast receivers,,,,
510462,6,26.40.11,26.40.1,"Radio broadcast receivers (except for cars), capable of operating without an external source of power",,,,
510463,6,26.40.12,26.40.1,Radio broadcast receivers not capable of operating without an external source of power,,,,
510464,5,26.40.2,26.4,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording or reproduction apparatus",,,,
510465,6,26.40.20,26.40.2,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording or reproduction apparatus",,,,
510466,5,26.40.3,26.4,Apparatus for sound and video recording and reproducing,,,,
510467,6,26.40.31,26.40.3,"Turntables, record-players, cassette-players and other sound reproducing apparatus",,,,
510468,6,26.40.32,26.40.3,Magnetic tape recorders and other sound recording apparatus,,,,
510469,6,26.40.33,26.40.3,Video camera recorders and other video recording or reproducing apparatus,,,,
510470,6,26.40.34,26.40.3,"Monitors and projectors, not incorporating television reception apparatus and not principally used in an automatic data processing system",,,,
510471,5,26.40.4,26.4,"Microphones, loudspeakers, reception apparatus for radio-telephony or telegraphy",,,,
510472,6,26.40.41,26.40.4,Microphones and stands thereof,,,,
510473,6,26.40.42,26.40.4,"Loudspeakers; headphones, earphones and combined microphone/speaker sets",,,,
510474,6,26.40.43,26.40.4,Audio-frequency electric amplifiers; electric sound amplifier sets,,,,
510475,6,26.40.44,26.40.4,Reception apparatus for radio-telephony or radio-telegraphy n.e.c.,,,,
510476,5,26.40.5,26.4,Parts of sound and video equipment,,,,
510477,6,26.40.51,26.40.5,Parts and accessories of sound and video equipment,,,,
510478,6,26.40.52,26.40.5,Parts of radio receivers and transmitters,,,,
510479,5,26.40.6,26.4,Video game consoles (used with a television receiver or having a self-contained screen) and other games of skill or chance with an electronic display,,,,
510480,6,26.40.60,26.40.6,Video game consoles (used with a television receiver or having a self-contained screen) and other games of skill or chance with an electronic display,,,,
510481,5,26.40.9,26.4,Sub-contracted operations as part of manufacturing of consumer electronics,,,,
510482,6,26.40.99,26.40.9,Sub-contracted operations as part of manufacturing of consumer electronics,,,,
510483,3,26.5,26,"Measuring, testing and navigating equipment; watches and clocks",,,,
510484,4,26.51,26.5,"Measuring, testing and navigating equipment",,,,
510485,5,26.51.1,26.51,"Navigational, meteorological, geophysical and similar instruments and appliances",,,,
510486,6,26.51.11,26.51.1,Direction-finding compasses; other navigational instruments and appliances,"This subcategory includes:
- navigational instruments and appliances for services, such as the global positioning system (GPS) and Galileo",,,
510487,6,26.51.12,26.51.1,"Rangefinders, theodolites and tachymetres (tachometers); other surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances",,,,
510488,5,26.51.2,26.51,Radar apparatus and radio navigational aid apparatus,,,,
510489,6,26.51.20,26.51.2,Radar apparatus and radio navigational aid apparatus,,,,
510490,5,26.51.3,26.51,"Precision balances; instruments for drawing, calculating, measuring length and the like",,,,
510491,6,26.51.31,26.51.3,Balances of a sensitivity of 5 cg or better,,,,
510492,6,26.51.32,26.51.3,"Drafting tables and machines and other drawing, marking-out or mathematical calculating instruments",,,,
510493,6,26.51.33,26.51.3,"Instruments for measuring length, for use in the hand (including micrometers and callipers) n.e.c.",,,,
510494,5,26.51.4,26.51,Instruments for measuring electrical quantities or ionising radiations,,,,
510495,6,26.51.41,26.51.4,Instruments and apparatus for measuring or detecting ionising radiations,,,,
510496,6,26.51.42,26.51.4,Cathode-ray oscilloscopes and cathode-ray oscillographs,,,,
510497,6,26.51.43,26.51.4,Instruments for measuring electrical quantities without a recording device,,,,
510498,6,26.51.44,26.51.4,Instruments and apparatus for telecommunications,,,,
510499,6,26.51.45,26.51.4,Instruments and apparatus for measuring or checking electrical quantities n.e.c.,,,,
510500,5,26.51.5,26.51,Instrument for checking other physical characteristics,,,,
510501,6,26.51.51,26.51.5,"Hydrometers, thermometers, pyrometers, barometers, hygrometers and psychrometers",,,,
510502,6,26.51.52,26.51.5,"Instruments for measuring or checking the flow, level, pressure or other variables of liquids and gases",,,,
510503,6,26.51.53,26.51.5,Instruments and apparatus for physical or chemical analysis n.e.c.,,,,
510504,5,26.51.6,26.51,"Other measuring, checking and testing instruments and appliances",,,,
510505,6,26.51.61,26.51.6,Microscopes (except optical microscopes) and diffraction apparatus,,,,
510506,6,26.51.62,26.51.6,Machines and appliances for testing the mechanical properties of materials,,,,
510507,6,26.51.63,26.51.6,"Gas, liquid or electricity supply or production meters",,,,
510508,6,26.51.64,26.51.6,"Revolution and production counters, taximeters; speed indicators and tachometers; stroboscopes",,,,
510509,6,26.51.65,26.51.6,"Automatic regulating or controlling instruments and apparatus, hydraulic or pneumatic",,,,
510510,6,26.51.66,26.51.6,"Measuring or checking instruments, appliances and machines n.e.c.",,,,
510511,5,26.51.7,26.51,"Thermostats, manostats and other automatic regulating or controlling instruments and apparatus",,,,
510512,6,26.51.70,26.51.7,"Thermostats, manostats and other automatic regulating or controlling instruments and apparatus",,,,
510513,5,26.51.8,26.51,"Parts and accessories for measuring, testing and navigating equipment",,,,
510514,6,26.51.81,26.51.8,Parts of radar apparatus and radio navigational aid apparatus,,,,
510515,6,26.51.82,26.51.8,"Parts and accessories for the goods of 26.51.12, 26.51.32, 26.51.33, 26.51.4 and 26.51.5; microtomes; parts n.e.c.",,,,
510516,6,26.51.83,26.51.8,Parts and accessories of microscopes (other than optical) and of diffraction apparatus,,,,
510517,6,26.51.84,26.51.8,Parts and accessories for the goods of 26.51.63 and 26.51.64,,,,
510518,6,26.51.85,26.51.8,"Parts and accessories of instruments and apparatus of 26.51.65, 26.51.66 and 26.51.70",,,,
510519,6,26.51.86,26.51.8,Parts and accessories of instruments and apparatus of 26.51.11 and 26.51.62,,,,
510520,5,26.51.9,26.51,"Sub-contracted operations as part of manufacturing of measuring, testing and navigating equipment",,,,
510521,6,26.51.99,26.51.9,"Sub-contracted operations as part of manufacturing of measuring, testing and navigating equipment",,,,
510522,4,26.52,26.5,Watches and clocks,,,,
510523,5,26.52.1,26.52,"Watches and clocks, except movements and parts",,,,
510524,6,26.52.11,26.52.1,"Wrist-watches, pocket-watches, with case of precious metal or of metal clad with precious metal",,,,
510525,6,26.52.12,26.52.1,"Other wrist-watches, pocket-watches and other watches, including stop-watches",,,,
510526,6,26.52.13,26.52.1,Instrument panel clocks and clocks of a similar type for vehicles,,,,
510527,6,26.52.14,26.52.1,Clocks with watch movements; alarm clocks and wall clocks; other clocks,,,,
510528,5,26.52.2,26.52,Watch and clock movements and parts,,,,
510529,6,26.52.21,26.52.2,"Watch movements, complete and assembled",,,,
510530,6,26.52.22,26.52.2,"Clock movements, complete and assembled",,,,
510531,6,26.52.23,26.52.2,"Complete watch movements, unassembled or partly assembled; incomplete watch movements, assembled",,,,
510532,6,26.52.24,26.52.2,Rough watch movements,,,,
510533,6,26.52.25,26.52.2,"Complete, incomplete and rough clock movements, unassembled",,,,
510534,6,26.52.26,26.52.2,Watch and clock cases and parts thereof,,,,
510535,6,26.52.27,26.52.2,Other clock and watch parts,,,,
510536,6,26.52.28,26.52.2,"Time-registers, time-recorders, parking meters; time switches with clock or watch movement",,,,
510537,5,26.52.9,26.52,Sub-contracted operations as part of manufacturing of watches and clocks,,,,
510538,6,26.52.99,26.52.9,Sub-contracted operations as part of manufacturing of watches and clocks,,,,
510539,3,26.6,26,"Irradiation, electromedical and electrotherapeutic equipment",,,,
510540,4,26.6,26.6,"Irradiation, electromedical and electrotherapeutic equipment",,,,
510541,5,26.60.1,26.6,"Irradiation, electromedical and electrotherapeutic equipment",,,,
510542,6,26.60.11,26.60.1,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations",,,,
510543,6,26.60.12,26.60.1,Electro-diagnostic apparatus used in medical science,,,,
510544,6,26.60.13,26.60.1,"Ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences",,,,
510545,6,26.60.14,26.60.1,Pacemakers; hearing aids,,,,
510546,5,26.60.9,26.6,"Medical instrument manufacturing services; sub-contracted operations as part of manufacturing of irradiation, electromedical and electrotherapeutic equipment",,,,
510547,6,26.60.91,26.60.9,Medical instrument manufacturing services,,,,
510548,6,26.60.99,26.60.9,"Sub-contracted operations as part of manufacturing of irradiation, electromedical and electrotherapeutic equipment",,,,
510549,3,26.7,26,Optical instruments and photographic equipment,,,,
510550,4,26.7,26.7,Optical instruments and photographic equipment,,,,
510551,5,26.70.1,26.7,Photographic equipment and parts thereof,,,,
510552,6,26.70.11,26.70.1,"Objective lenses for cameras, projectors or photographic enlargers or reducers",,,,
510553,6,26.70.12,26.70.1,"Cameras for preparing printing plates or cylinders; cameras for recording documents on microfilm, microfiche and the like",,,,
510554,6,26.70.13,26.70.1,Digital cameras,,,,
510555,6,26.70.14,26.70.1,Instant print cameras and other cameras,,,,
510556,6,26.70.15,26.70.1,Cinematographic cameras,,,,
510557,6,26.70.16,26.70.1,Cinematographic projectors; slide projectors; other image projectors,,,,
510558,6,26.70.17,26.70.1,"Flashlights; photographic enlargers; apparatus for photographic laboratories; negatoscopes, projection screens",,,,
510559,6,26.70.18,26.70.1,"Microfilm, microfiche or other microform readers",,,,
510560,6,26.70.19,26.70.1,Parts and accessories of photographic equipment,,,,
510561,5,26.70.2,26.7,Other optical instruments and parts thereof,,,,
510562,6,26.70.21,26.70.2,"Sheets and plates of polarising material; lenses, prisms, mirrors and other optical elements (except of glass not optically worked), whether or not mounted, other than for cameras, projectors or photographic enlargers or reducers",,,,
510563,6,26.70.22,26.70.2,"Binoculars, monoculars and other optical telescopes; other astronomical instruments; optical microscopes",,,,
510564,6,26.70.23,26.70.2,"Liquid crystal devices; lasers, except laser diodes; other optical appliances and instruments n.e.c.",,,,
510565,6,26.70.24,26.70.2,"Parts and accessories of binoculars, monoculars and other optical telescopes, of other astronomical instruments, and of optical microscopes",,,,
510566,6,26.70.25,26.70.2,"Parts and accessories of liquid crystal devices, lasers (except laser diodes), other optical appliances and instruments n.e.c.",,,,
510567,5,26.70.9,26.7,Sub-contracted operations as part of manufacturing of optical instruments and photographic equipment,,,,
510568,6,26.70.99,26.70.9,Sub-contracted operations as part of manufacturing of optical instruments and photographic equipment,,,,
510569,3,26.8,26,Magnetic and optical media,,,,
510570,4,26.8,26.8,Magnetic and optical media,,,,
510571,5,26.80.1,26.8,Magnetic and optical media,,,,
510572,6,26.80.11,26.80.1,"Magnetic media, not recorded, except cards with a magnetic stripe",,,,
